availability,size,total_sqft,bath,balcony,price,location
18-Apr,2 BHK,950,2,1,75.136,Kathmandu
Ready To Move,11 BHK,5000,9,3,576,Lalitpur
Ready To Move,3 BHK,2450,3,0,192,Bhaktapur
18-May,3 BHK,1220,2,1,56.368,Lalitpur
Ready To Move,2 BHK,850,2,1,48,Kathmandu
Ready To Move,2 BHK,1020,2,2,100.8,Kathmandu
Ready To Move,2 BHK,1100,2,2,80,Bhaktapur
Ready To Move,2 BHK,1150,2,2,201.6,Bhaktapur
18-Dec,3 BHK,1760,2,2,208,Bhaktapur
Ready To Move,3 BHK,1800,3,3,176,Bhaktapur
Ready To Move,2 BHK,1070,2,1,86.4,Bhaktapur
Ready To Move,4 Bedroom,1500,4,2,352,Lalitpur
Ready To Move,2 Bedroom,1440,2,0,152,Lalitpur
Ready To Move,2 BHK,900,2,1,64,Kathmandu
Ready To Move,4 BHK,1200,4,1,368,Bhaktapur
18-May,2 BHK,1130,2,1,67.456,Lalitpur
Ready To Move,2 BHK,1320,2,1,264,Bhaktapur
19-Jun,2 BHK,1270,2,1,156.8,Lalitpur
Ready To Move,2 BHK,1200,2,1,99.2,Kathmandu
Ready To Move,4 BHK,4800,4,,376,Lalitpur
Ready To Move,2 BHK,1200,2,1,118.4,Kathmandu
Ready To Move,2 BHK,929,2,0,80.272,Bhaktapur
Ready To Move,4 BHK,1150,4,2,416,Lalitpur
Ready To Move,4 Bedroom,1125,4,3,288,Bhaktapur
Ready To Move,5 Bedroom,500,3,2,104,Bhaktapur
Ready To Move,5 Bedroom,1200,5,2,304,Lalitpur
Ready To Move,3 BHK,1464,3,2,89.6,Kathmandu
Ready To Move,4 BHK,3600,4,3,640,Kathmandu
Ready To Move,4 Bedroom,2000,4,2,158.4,Kathmandu
Ready To Move,2 BHK,1208,2,1,78.4,Lalitpur
Ready To Move,2 BHK,1130,2,2,96,Bhaktapur
Ready To Move,3 BHK,1753,3,2,192,Bhaktapur
Ready To Move,5 BHK,4500,7,3,539.2,Kathmandu
Ready To Move,3 Bedroom,600,3,2,92.8,Bhaktapur
22-Jun,2 BHK,1196,2,2,151.072,Kathmandu
Ready To Move,2 BHK,1150,3,3,84,Kathmandu
18-Apr,2 BHK,1128,2,1,100.8,Kathmandu
Ready To Move,2 BHK,1000,2,1,84.8,Kathmandu
Ready To Move,2 BHK,1035,2,1,72,Kathmandu
Ready To Move,2 BHK,950,2,1,51.2,Kathmandu
Ready To Move,3 BHK,1075,2,1,57.6,Lalitpur
Ready To Move,2 BHK,1040,2,1,77.6,Kathmandu
17-Oct,2 Bedroom,720,2,1,72,Lalitpur
Ready To Move,3 BHK,1511,3,1,152,Bhaktapur
Ready To Move,3 BHK,1300,3,1,92.8,Kathmandu
19-Dec,3 BHK,1545,3,1,110,Kathmandu
Ready To Move,1 BHK,375,2,0,41.6,Lalitpur
Ready To Move,2 BHK,1062,2,3,60.8,Lalitpur
Ready To Move,2 BHK,1115,2,1,64,Bhaktapur
Ready To Move,2 BHK,1000,2,1,56,Lalitpur
17-May,2 BHK,883,2,1,72,Bhaktapur
19-Apr,2 BHK,1195,2,1,112,Bhaktapur
Ready To Move,4 Bedroom,1200,3,1,264,Lalitpur
Ready To Move,1 Bedroom,700,1,0,65.6,Bhaktapur
Ready To Move,2 BHK,1246,2,1,107.2,Kathmandu
Ready To Move,4 Bedroom,660,4,2,144,Bhaktapur
Ready To Move,4 Bedroom,8500,4,2,232,Kathmandu
Ready To Move,4 BHK,1600,4,1,128,Kathmandu
18-Dec,4 BHK,2805,5,3,246.4,Bhaktapur
Ready To Move,3 BHK,1584,3,,104,Lalitpur
Ready To Move,4 Bedroom,3000,5,1,440,Kathmandu
Ready To Move,3 BHK,1175,2,2,76.8,Kathmandu
19-Jul,3 BHK,1595,3,2,184,Lalitpur
Ready To Move,2 BHK,1353,2,2,176,Bhaktapur
18-Apr,3 BHK,1599,3,2,200,Kathmandu
Ready To Move,2 BHK,1150,2,1,112,Lalitpur
17-Dec,4 BHK,5230,6,1,744,Kathmandu
Ready To Move,2 BHK,1155,2,2,68.384,Bhaktapur
Ready To Move,1 BHK,1200,2,0,136,Lalitpur
18-Jul,2 BHK,1000,2,1,40,Bhaktapur
Ready To Move,4 BHK,3000,4,,192,Lalitpur
Ready To Move,3 BHK,1867,3,1,256,Kathmandu
18-Jun,2 BHK,1251,2,1,75.2,Kathmandu
18-Apr,2 BHK,1028,2,1,72.8,Bhaktapur
Ready To Move,2 BHK,1222,2,2,72,Bhaktapur
Ready To Move,3 BHK,1170,2,1,105.6,Bhaktapur
Ready To Move,3 BHK,2400,4,1,392,Bhaktapur
Ready To Move,3 BHK,1385,2,2,77.568,Bhaktapur
Ready To Move,2 BHK,1372,2,1,108.8,Lalitpur
Ready To Move,3 BHK,1282,2,2,78.4,Kathmandu
Ready To Move,9 BHK,5000,9,3,336,Kathmandu
Ready To Move,5 Bedroom,3000,3,1,844.8,Lalitpur
Ready To Move,2 BHK,1135,2,1,63.568,Kathmandu
20-Dec,3 BHK,1768,3,2,161.6,Bhaktapur
Ready To Move,3 BHK,1325,2,1,144,Lalitpur
18-Apr,3 BHK,1599,3,2,158.4,Lalitpur
18-Mar,3 Bedroom,1500,3,1,99.12,Kathmandu
Ready To Move,3 Bedroom,2610,3,0,798.4,Lalitpur
Ready To Move,2 BHK,1286,2,2,100.8,Kathmandu
Ready To Move,5 BHK,2845,5,1,224,Bhaktapur
Ready To Move,3 BHK,1600,2,,80,Bhaktapur
18-Sep,2 BHK,1195 - 1440,2,0,102.032,Bhaktapur
Ready To Move,3 BHK,3450,5,2,416,Lalitpur
18-Apr,2 BHK,1102,2,2,85.872,Bhaktapur
Ready To Move,2 BHK,1350,2,2,86.4,Bhaktapur
Ready To Move,3 BHK,1200,2,2,67.2,Kathmandu
Ready To Move,6 Bedroom,1300,6,0,232,Bhaktapur
Ready To Move,2 Bedroom,1800,1,1,128,Kathmandu
Ready To Move,2 BHK,950,2,1,64,Lalitpur
21-Dec,1 BHK,525,1,1,43.6,Kathmandu
Ready To Move,2 BHK,656,2,1,40,Kathmandu
Ready To Move,4 Bedroom,1780,4,3,280,Lalitpur
Ready To Move,2 BHK,1056,2,1,128,Bhaktapur
21-Feb,1 BHK,595,1,1,53.312,Lalitpur
Ready To Move,2 BHK,1080,2,2,80,Bhaktapur
19-Dec,3 BHK,2225,3,1,256,Kathmandu
18-Aug,2 BHK,1126,2,1,45.04,Bhaktapur
Ready To Move,3 BHK,1490,3,1,134.4,Kathmandu
Ready To Move,4 Bedroom,2000,4,1,480,Bhaktapur
Ready To Move,3 BHK,1550,3,3,160,Bhaktapur
Ready To Move,3 BHK,1600,3,2,137.6,Bhaktapur
Ready To Move,2 BHK,1160,2,1,88,Lalitpur
Ready To Move,4 Bedroom,4144,4,3,504,Lalitpur
Ready To Move,3 BHK,2100,3,2,200,Bhaktapur
Ready To Move,2 BHK,1404,2,1,110.88,Lalitpur
Ready To Move,4 Bedroom,2230,4,3,360,Bhaktapur
Ready To Move,3 BHK,1544,3,,192,Lalitpur
18-May,3 BHK,1305,2,1,93.92,Kathmandu
Ready To Move,2 BHK,1230,2,2,128,Kathmandu
Ready To Move,2 Bedroom,1200,2,0,104,Kathmandu
Ready To Move,3 BHK,1460,3,1,116.8,Bhaktapur
Immediate Possession,,1200 - 2400,,,54.696,Kathmandu
Ready To Move,2 BHK,967,2,3,72,Lalitpur
Ready To Move,1 Bedroom,540,1,1,57.6,Lalitpur
19-Dec,1 BHK,715,1,2,73.6,Lalitpur
Ready To Move,3 BHK,2500,3,2,500.8,Lalitpur
Ready To Move,3 BHK,1578,3,1,288,Kathmandu
Ready To Move,2 BHK,1020,2,1,78.32,Lalitpur
Ready To Move,2 BHK,1020,2,1,64,Lalitpur
Ready To Move,2 BHK,1253,2,1,163.2,Kathmandu
Ready To Move,2 BHK,1180,2,2,67.2,Lalitpur
Ready To Move,2 BHK,961,2,2,60.8,Bhaktapur
Ready To Move,3 BHK,1419,3,3,120,Bhaktapur
Ready To Move,3 BHK,1709,3,2,240,Lalitpur
Ready To Move,2 Bedroom,1600,2,0,184,Lalitpur
18-Jul,1 BHK,416,1,1,29.6,Bhaktapur
Ready To Move,2 BHK,1100,2,2,156.8,Kathmandu
Ready To Move,3 BHK,1430,2,1,104,Bhaktapur
Ready To Move,2 BHK,1260,2,2,72,Kathmandu
Ready To Move,3 BHK,1630,3,2,136,Lalitpur
19-May,3 BHK,1249,3,2,71.536,Lalitpur
Ready To Move,3 BHK,1450,2,3,136,Kathmandu
17-Nov,3 BHK,2791,3,1,356.8,Bhaktapur
Ready To Move,1 BHK,600,1,0,144,Kathmandu
Ready To Move,1 BHK,834,1,1,96,Kathmandu
Ready To Move,3 Bedroom,1125,4,1,112,Bhaktapur
Ready To Move,3 BHK,2060,3,2,224,Kathmandu
19-Jan,7 BHK,12000,7,3,3520,Kathmandu
Ready To Move,2 BHK,891,2,1,40,Lalitpur
Ready To Move,2 BHK,1133,2,1,78.512,Lalitpur
Ready To Move,3 BHK,1075,2,1,59.2,Bhaktapur
18-May,4 BHK,3000,5,2,416,Kathmandu
Ready To Move,4 Bedroom,2440,5,2,680,Bhaktapur
Ready To Move,2 BHK,1200,2,2,88,Lalitpur
Ready To Move,2 BHK,1075,2,2,73.28,Lalitpur
Ready To Move,2 BHK,1140,2,2,64,Bhaktapur
Ready To Move,5 Bedroom,940,4,2,240,Bhaktapur
Ready To Move,6 Bedroom,2160,5,1,400,Lalitpur
Ready To Move,2 BHK,1090,2,1,67.2,Lalitpur
Ready To Move,4 Bedroom,1500,4,1,112,Bhaktapur
Ready To Move,4 BHK,4104,4,2,576,Lalitpur
Ready To Move,3 BHK,1790,3,,160,Kathmandu
18-Dec,3 BHK,1920,3,2,214.4,Kathmandu
Ready To Move,2 BHK,1374,2,2,152,Bhaktapur
Ready To Move,3 BHK,1445,3,2,152,Bhaktapur
19-Dec,1 BHK,711,1,1,57.6,Bhaktapur
Ready To Move,3 BHK,1500,3,3,152,Lalitpur
Ready To Move,3 BHK,1720,3,3,160,Bhaktapur
Ready To Move,3 BHK,1400,3,2,96,Bhaktapur
Ready To Move,2 BHK,1030,2,2,78.4,Kathmandu
Ready To Move,2 BHK,1200,2,1,136,Bhaktapur
18-Jul,3 BHK,1375,3,2,112,Lalitpur
Ready To Move,2 Bedroom,1050,1,,89.6,Bhaktapur
Ready To Move,3 BHK,2250,3,2,256,Kathmandu
Ready To Move,2 BHK,1000,2,2,80,Bhaktapur
Ready To Move,1 BHK,469,1,0,40,Bhaktapur
Ready To Move,4 BHK,3800,4,3,400,Lalitpur
Ready To Move,2 BHK,883,2,1,46.4,Kathmandu
Ready To Move,3 BHK,1820,2,3,137.6,Lalitpur
Ready To Move,3 BHK,1440,2,3,104,Lalitpur
Ready To Move,6 BHK,3600,4,1,256,Bhaktapur
Ready To Move,4 BHK,2500,5,2,520,Kathmandu
18-Aug,2 BHK,1225,2,2,76.8,Kathmandu
Ready To Move,3 Bedroom,4000,3,1,1056,Bhaktapur
Ready To Move,2 BHK,875,2,3,84.48,Lalitpur
Ready To Move,1 BHK,750,1,2,64,Bhaktapur
Ready To Move,2 BHK,1180,2,3,128,Bhaktapur
Ready To Move,2 BHK,1194,2,2,75.2,Bhaktapur
Ready To Move,3 BHK,1500,2,2,99.2,Lalitpur
Ready To Move,2 BHK,1160,2,2,83.52,Lalitpur
Ready To Move,9 Bedroom,4125Perch,9,,424,Lalitpur
Ready To Move,3 BHK,2378,3,1,419.2,Kathmandu
Ready To Move,2 BHK,1128,2,1,96,Lalitpur
Ready To Move,3 BHK,1500,3,1,240,Lalitpur
18-Aug,3 BHK,1220,2,1,56.368,Kathmandu
Ready To Move,2 BHK,1210,2,2,92.8,Kathmandu
20-Oct,3 BHK,1100,2,1,92.8,Lalitpur
Ready To Move,3 BHK,1200,3,2,73.6,Kathmandu
18-Mar,4 BHK,3385,5,,416,Bhaktapur
Ready To Move,3 BHK,1641,3,2,105.6,Kathmandu
Ready To Move,2 BHK,1200,2,1,72,Bhaktapur
Ready To Move,2 BHK,1260,2,1,107.824,Kathmandu
Ready To Move,3 BHK,1720,3,3,124.8,Bhaktapur
Ready To Move,2 BHK,1120 - 1145,2,0,77.008,Bhaktapur
Ready To Move,2 BHK,1210,2,1,73.568,Kathmandu
Ready To Move,4 Bedroom,2200,4,2,320,Bhaktapur
Ready To Move,3 BHK,1075,2,1,72,Lalitpur
Ready To Move,3 BHK,1702,3,2,208,Bhaktapur
Ready To Move,2 BHK,1630,2,2,320,Bhaktapur
Ready To Move,2 BHK,1141,2,2,61.68,Bhaktapur
18-Apr,3 BHK,2072,3,2,172.8,Kathmandu
18-Dec,5 BHK,4400 - 6640,,,600,Bhaktapur
Ready To Move,3 Bedroom,1200,2,0,112,Lalitpur
Ready To Move,3 BHK,1350,3,0,123.2,Kathmandu
18-Mar,4 Bedroom,3090 - 5002,4,0,712,Kathmandu
18-Dec,3 BHK,1180,2,2,125.344,Kathmandu
Ready To Move,3 BHK,35000,3,3,208,Kathmandu
Ready To Move,2 BHK,1355,2,2,184,Kathmandu
Ready To Move,1 Bedroom,600,1,0,80,Kathmandu
Ready To Move,7 Bedroom,1200,7,,240,Kathmandu
Ready To Move,3 BHK,1640,2,1,192,Kathmandu
Ready To Move,5 Bedroom,1200,5,0,160,Kathmandu
Ready To Move,3 BHK,1190,2,2,91.2,Bhaktapur
Ready To Move,4 Bedroom,2400,4,2,600,Bhaktapur
Ready To Move,2 BHK,1019,2,2,79.76,Bhaktapur
Ready To Move,3 BHK,1875,3,2,264,Kathmandu
18-May,3 BHK,1250,3,2,64,Kathmandu
Ready To Move,3 Bedroom,1200,3,2,224,Bhaktapur
Ready To Move,2 BHK,1140,2,1,89.6,Bhaktapur
Ready To Move,3 BHK,1683,3,1,174.4,Bhaktapur
Ready To Move,3 BHK,1515,3,,133.28,Lalitpur
19-Dec,4 BHK,2118,4,2,177.6,Lalitpur
Ready To Move,4 Bedroom,1380,3,0,92.8,Bhaktapur
Ready To Move,2 BHK,1083,2,2,98.8,Kathmandu
Ready To Move,2 Bedroom,600,2,1,88,Lalitpur
Ready To Move,3 BHK,2300,3,3,192,Lalitpur
Ready To Move,2 BHK,1240,2,2,96,Lalitpur
Ready To Move,3 BHK,1750,3,1,192,Bhaktapur
18-Apr,2 BHK,1230,2,,69.568,Kathmandu
17-Aug,3 Bedroom,1500,3,1,222.4,Lalitpur
Ready To Move,2 BHK,985,2,1,64.624,Lalitpur
Ready To Move,3 Bedroom,1500,2,1,139.2,Kathmandu
18-Dec,2 BHK,1125,2,1,51.984,Lalitpur
Ready To Move,2 BHK,950,2,1,70.4,Bhaktapur
18-Dec,5 BHK,4400 - 6800,,,877.6,Lalitpur
Ready To Move,3 BHK,1580,3,3,121.6,Bhaktapur
Ready To Move,3 Bedroom,1092,2,1,157.6,Bhaktapur
18-Jul,2 BHK,1090,2,1,45.344,Kathmandu
19-Mar,3 Bedroom,2264,3,1,254.4,Kathmandu
19-Aug,3 BHK,1033,2,2,40.848,Kathmandu
18-Apr,2 BHK,810,2,2,39.2,Lalitpur
Ready To Move,2 BHK,1045,2,0,72,Lalitpur
18-Sep,2 BHK,1337,2,1,131.2,Lalitpur
Ready To Move,2 BHK,1200,2,2,51.2,Lalitpur
Ready To Move,3 BHK,1580,3,2,256,Kathmandu
Ready To Move,3 BHK,1500,2,3,86.4,Kathmandu
18-Sep,3 BHK,1640,4,2,145.6,Bhaktapur
Ready To Move,3 BHK,1570,3,2,99.2,Lalitpur
Ready To Move,3 BHK,1470,2,2,131.2,Lalitpur
Ready To Move,2 BHK,1160,2,2,64.976,Bhaktapur
Ready To Move,2 BHK,1050,2,1,113.6,Kathmandu
20-Jun,3 BHK,1855,3,1,360,Bhaktapur
Ready To Move,3 BHK,1460,2,1,144,Lalitpur
Ready To Move,3 BHK,1823,3,2,160,Lalitpur
Ready To Move,2 BHK,1094,2,2,67.2,Kathmandu
Ready To Move,2 BHK,1153,2,2,91.2,Bhaktapur
Ready To Move,3 BHK,1325,3,1,91.2,Bhaktapur
Ready To Move,4 Bedroom,1200,3,2,136,Lalitpur
Ready To Move,3 BHK,1590,2,2,200,Lalitpur
Ready To Move,5 Bedroom,1210,4,2,256,Bhaktapur
Ready To Move,4 Bedroom,1200,4,0,352,Kathmandu
Ready To Move,2 BHK,1202,2,1,76.8,Bhaktapur
Ready To Move,2 BHK,1202,2,1,84.8,Lalitpur
Ready To Move,2 BHK,1200,2,3,100,Lalitpur
18-Feb,3 BHK,1688,3,1,188.8,Bhaktapur
Ready To Move,2 BHK,1020,2,1,83.2,Kathmandu
Ready To Move,2 BHK,1185,2,2,75.2,Lalitpur
17-Oct,2 BHK,1235,2,1,83.264,Bhaktapur
Ready To Move,4 BHK,3205,5,1,800,Bhaktapur
Ready To Move,2 BHK,1077,2,2,60.224,Bhaktapur
Ready To Move,3 BHK,1415,2,3,105.6,Bhaktapur
18-Apr,3 BHK,2330,3,2,259.2,Bhaktapur
Ready To Move,2 BHK,805,2,2,56,Bhaktapur
Ready To Move,1 BHK,425,1,0,32.048,Lalitpur
Ready To Move,2 BHK,1155,2,3,95.92,Bhaktapur
Ready To Move,4 BHK,5270,4,3,2000,Bhaktapur
Ready To Move,2 BHK,656,2,1,35.2,Lalitpur
Ready To Move,2 BHK,1100,2,0,76.8,Lalitpur
Ready To Move,2 BHK,1150,2,3,83.2,Lalitpur
Ready To Move,1 Bedroom,600,1,1,96,Bhaktapur
Ready To Move,2 BHK,1468,2,1,224,Lalitpur
Ready To Move,4 Bedroom,4300,5,2,880,Bhaktapur
18-Dec,3 BHK,2280,4,2,201.6,Lalitpur
Ready To Move,2 BHK,1341,2,1,155.2,Kathmandu
Ready To Move,2 BHK,1279,2,1,123.2,Kathmandu
18-Dec,4 BHK,2225,4,0,158.208,Kathmandu
Ready To Move,2 BHK,1185,2,2,69.616,Kathmandu
Ready To Move,3 BHK,1750,3,2,136,Bhaktapur
Ready To Move,2 BHK,1152,2,1,85.6,Kathmandu
Ready To Move,5 Bedroom,1000,4,1,256,Kathmandu
Ready To Move,2 BHK,1300,2,3,57.6,Kathmandu
18-Nov,4 Bedroom,2760,4,2,248,Bhaktapur
18-Aug,2 BHK,1070,2,2,62.4,Kathmandu
Ready To Move,2 BHK,1101,2,0,72,Bhaktapur
Ready To Move,2 BHK,775,2,1,88,Lalitpur
Ready To Move,1 BHK,667,1,1,58.96,Kathmandu
Ready To Move,2 BHK,1070,2,1,88,Bhaktapur
Ready To Move,3 BHK,1875,2,2,176,Kathmandu
Ready To Move,2 BHK,735,2,1,92.784,Bhaktapur
Ready To Move,5 Bedroom,4360,4,1,144,Lalitpur
Ready To Move,3 BHK,1750,3,2,208,Bhaktapur
Ready To Move,2 BHK,1215,2,1,107.2,Kathmandu
Ready To Move,9 Bedroom,600,9,3,304,Lalitpur
Ready To Move,2 BHK,820,2,1,48,Bhaktapur
20-Dec,2 BHK,1160 - 1195,2,0,95.896,Kathmandu
Ready To Move,3 BHK,1779,3,2,143.376,Bhaktapur
Ready To Move,2 BHK,1105,2,2,92.8,Kathmandu
Ready To Move,1 BHK,1000Sq. Meter,2,1,148.8,Bhaktapur
Ready To Move,3 BHK,1650,3,2,96,Kathmandu
Ready To Move,2 BHK,1694,2,2,240,Kathmandu
Ready To Move,3 BHK,2376,3,1,324.8,Lalitpur
Ready To Move,3 BHK,1975,3,3,240,Bhaktapur
Ready To Move,2 BHK,674,2,1,52.8,Bhaktapur
Ready To Move,2 BHK,1185,2,1,65.6,Lalitpur
Ready To Move,1 RK,445,1,0,44.8,Kathmandu
Ready To Move,6 Bedroom,900,7,,121.6,Lalitpur
Ready To Move,3 BHK,1475,3,2,120,Lalitpur
Ready To Move,3 BHK,1618,3,3,132,Bhaktapur
Ready To Move,2 BHK,1120,2,0,104,Lalitpur
Ready To Move,4 BHK,2181,3,2,243.2,Bhaktapur
Ready To Move,4 Bedroom,1200,4,0,144,Bhaktapur
Ready To Move,6 Bedroom,600,4,3,104,Bhaktapur
18-Oct,3 BHK,1556,2,1,94.608,Lalitpur
19-Feb,2 BHK,1179,2,1,105.632,Lalitpur
Ready To Move,2 BHK,1296,2,2,132.8,Kathmandu
Ready To Move,2 BHK,1275,2,2,83.2,Lalitpur
Ready To Move,7 Bedroom,1875,2,2,480,Lalitpur
Ready To Move,3 BHK,1400,2,2,123.2,Kathmandu
Ready To Move,2 BHK,1222,2,1,100.8,Kathmandu
Ready To Move,2 BHK,940,2,1,65.6,Lalitpur
Ready To Move,2 BHK,1185,2,2,68.16,Lalitpur
Ready To Move,3 BHK,1779,3,2,179.2,Bhaktapur
Ready To Move,3 BHK,1615,3,2,95.616,Bhaktapur
18-Dec,4 BHK,4000 - 5249,,,724.8,Kathmandu
Ready To Move,2 BHK,1056,2,1,97.6,Lalitpur
Ready To Move,2 BHK,1100,2,0,73.6,Bhaktapur
Ready To Move,2 BHK,920,2,1,64,Bhaktapur
Ready To Move,3 BHK,1602,2,0,120,Kathmandu
Ready To Move,2 BHK,1176,2,0,99.2,Kathmandu
Ready To Move,4 Bedroom,675,3,1,94.4,Kathmandu
Ready To Move,3 BHK,1352,3,0,216,Lalitpur
Ready To Move,3 BHK,1717,3,3,158.4,Kathmandu
18-Apr,4 Bedroom,10961,4,1,128,Kathmandu
18-Jul,4 BHK,2119,4,3,177.6,Lalitpur
Ready To Move,2 BHK,1246,2,1,107.68,Lalitpur
17-Jul,2 BHK,1141,2,1,68.464,Bhaktapur
Ready To Move,2 BHK,1157,2,1,134.4,Kathmandu
18-Aug,2 BHK,1025,2,2,44.288,Kathmandu
Ready To Move,1 BHK,650,1,2,52.8,Bhaktapur
Ready To Move,2 BHK,1349,2,1,156.8,Bhaktapur
Ready To Move,3 BHK,1566,3,1,133.28,Lalitpur
Ready To Move,4 BHK,2830,3,3,312,Bhaktapur
18-Dec,3 BHK,1320,2,1,61.008,Bhaktapur
18-Nov,3 BHK,1780,3,1,135.728,Kathmandu
Ready To Move,2 BHK,1091,2,1,55.84,Bhaktapur
Ready To Move,4 BHK,3670,4,3,480,Bhaktapur
Ready To Move,2 BHK,918,2,1,80.784,Kathmandu
20-Dec,4 BHK,1950,4,0,208,Lalitpur
Ready To Move,3 BHK,1695,3,1,144,Lalitpur
Ready To Move,3 BHK,1705,3,2,152,Bhaktapur
Ready To Move,3 BHK,1375,3,2,120,Kathmandu
21-Oct,1 BHK,525,1,1,48,Lalitpur
20-Dec,2 BHK,1447,2,1,132.8,Bhaktapur
Ready To Move,2 BHK,1114,2,1,62.4,Bhaktapur
Ready To Move,3 BHK,1450,2,1,160,Lalitpur
Ready To Move,2 BHK,460,1,0,24,Bhaktapur
Ready To Move,2 BHK,1022,2,2,64,Lalitpur
Ready To Move,2 BHK,1000,2,2,72,Kathmandu
18-Apr,2 BHK,1128,2,1,110,Bhaktapur
18-May,2 BHK,1180,2,2,91.2,Bhaktapur
Ready To Move,6 Bedroom,1000,6,1,110.4,Lalitpur
Ready To Move,2 Bedroom,1200,2,1,240,Kathmandu
Ready To Move,3 BHK,3761,3,2,1056,Lalitpur
Ready To Move,2 BHK,1339,2,3,120,Kathmandu
Ready To Move,3 BHK,1400,2,3,88,Bhaktapur
Ready To Move,2 BHK,1040,2,1,63.232,Bhaktapur
Ready To Move,2 BHK,1198,2,2,92.8,Bhaktapur
Ready To Move,4 Bedroom,1200,3,,152,Bhaktapur
Ready To Move,3 BHK,1691,3,2,180.8,Kathmandu
Ready To Move,3 BHK,1075,3,2,57.6,Lalitpur
18-Jun,3 BHK,1630,3,2,310.4,Lalitpur
18-Jun,3 BHK,1240,3,2,69.6,Lalitpur
22-Dec,2 BHK,1115 - 1130,2,0,94.296,Bhaktapur
Ready To Move,3 BHK,1665,3,2,138.528,Bhaktapur
Ready To Move,3 BHK,2489,3,,150.4,Bhaktapur
Ready To Move,2 BHK,1142,2,2,112,Kathmandu
Ready To Move,3 BHK,1976,3,1,294.4,Lalitpur
Ready To Move,4 Bedroom,5500,4,,960,Lalitpur
Ready To Move,3 BHK,1853,3,2,131.2,Kathmandu
Ready To Move,8 Bedroom,600,4,1,115.2,Lalitpur
Ready To Move,2 BHK,1567,2,2,147.2,Bhaktapur
Ready To Move,2 BHK,1090,2,1,43.584,Bhaktapur
Ready To Move,6 Bedroom,1200,4,2,200,Bhaktapur
Ready To Move,4 Bedroom,2400,4,1,1024,Bhaktapur
Ready To Move,2 BHK,1175,2,2,82.352,Kathmandu
Ready To Move,2 BHK,1200,2,2,83.2,Bhaktapur
Ready To Move,2 BHK,995,2,1,65.6,Bhaktapur
Ready To Move,2 BHK,884,2,1,65.76,Bhaktapur
Ready To Move,5 Bedroom,900,3,2,128,Lalitpur
Ready To Move,2 BHK,1170,2,2,91.2,Kathmandu
Ready To Move,2 BHK,1225,2,1,74.48,Kathmandu
18-Apr,2 BHK,1342,2,1,117.28,Lalitpur
19-Dec,2 BHK,1345,2,1,107.2,Bhaktapur
Ready To Move,3 BHK,1320,3,0,104,Lalitpur
Ready To Move,2 BHK,1100Sq. Yards,2,,72,Lalitpur
Ready To Move,2 BHK,1140,2,1,79.024,Kathmandu
Ready To Move,2 BHK,1300,2,1,80,Bhaktapur
Ready To Move,3 BHK,1652,3,2,136,Kathmandu
Ready To Move,3 BHK,2072,4,2,227.2,Lalitpur
Ready To Move,3 BHK,1740,2,,152,Bhaktapur
Ready To Move,3 BHK,1360,2,1,113.6,Kathmandu
Ready To Move,3 BHK,1145,2,2,96,Lalitpur
Ready To Move,3 BHK,1540,2,0,64,Lalitpur
Ready To Move,2 BHK,1278,2,2,152,Kathmandu
18-May,1 BHK,630,1,1,64,Bhaktapur
21-Jan,3 BHK,1100,3,2,92.8,Bhaktapur
Ready To Move,3 Bedroom,1200,3,0,152,Bhaktapur
Ready To Move,7 Bedroom,2500,6,2,184,Bhaktapur
18-Jun,1 BHK,520 - 645,1,0,24.216,Lalitpur
18-Sep,2 BHK,1015,2,2,41.408,Kathmandu
Ready To Move,5 Bedroom,3300,5,2,384,Lalitpur
Ready To Move,5 Bedroom,4500,5,1,664,Kathmandu
Ready To Move,3 BHK,1356,2,3,105.6,Bhaktapur
Ready To Move,2 BHK,823,2,1,44.8,Lalitpur
Ready To Move,3 Bedroom,1200,2,0,105.6,Lalitpur
Ready To Move,2 BHK,1050,2,0,59.2,Bhaktapur
Ready To Move,2 BHK,1180,2,1,110.4,Lalitpur
Ready To Move,2 BHK,1116,2,3,83.056,Lalitpur
Ready To Move,2 BHK,1070,2,1,68.464,Bhaktapur
17-Mar,2 BHK,1385,2,3,128,Bhaktapur
Ready To Move,1 Bedroom,1000,1,1,112,Kathmandu
18-Feb,3 BHK,1897,3,2,208,Kathmandu
18-Aug,2 BHK,1005,2,1,89.248,Bhaktapur
Ready To Move,3 BHK,1575,3,2,200,Lalitpur
Ready To Move,2 BHK,975,2,1,104,Kathmandu
Ready To Move,3 BHK,1904,3,2,192,Kathmandu
Ready To Move,1 BHK,930,1,1,48,Lalitpur
21-Dec,1 BHK,525,1,1,41.6,Kathmandu
Ready To Move,1 BHK,686,1,1,27.2,Kathmandu
Ready To Move,2 Bedroom,2400,3,1,240,Bhaktapur
Ready To Move,2 Bedroom,1410,1,0,372.8,Bhaktapur
18-Apr,3 Bedroom,2238,3,1,224,Kathmandu
Ready To Move,2 BHK,1174,2,1,110.4,Kathmandu
Ready To Move,4 Bedroom,3800,4,3,382.4,Lalitpur
Ready To Move,3 BHK,2225,2,1,200,Bhaktapur
Ready To Move,2 BHK,1250,2,0,320,Kathmandu
Ready To Move,2 BHK,918,2,2,83.2,Lalitpur
Ready To Move,2 BHK,1250,2,3,83.2,Kathmandu
Ready To Move,3 BHK,1800,3,,176,Lalitpur
